id_producto,stock,precio
298,165.0,2755
299,8.0,4861
300,110.0,3767
301,88.0,1711
302,35.0,931
303,123.0,4514
304,129.0,1689
305,135.0,4352
306,138.0,4253
307,103.0,2391
308,31.0,1199
309,5.0,266
310,,1615
311,185.0,1909
312,,3360
313,,4963
314,102.0,3174
315,21.0,3425
316,,736
317,47.0,3873
318,25.0,595
319,67.0,3603
320,8.0,1441
321,,3960
322,81.0,3917
323,99.0,1899
324,80.0,3997
325,91.0,1586
326,162.0,201
327,,1655
328,182.0,871
329,178.0,4196
330,56.0,1521
331,26.0,2998
332,24.0,690
333,8.0,1514
334,159.0,4296
335,100.0,2732
336,,1455
337,111.0,4354
338,63.0,1722
339,85.0,4094
340,144.0,4966
341,,2318
342,145.0,4669
343,78.0,1745
344,9.0,1170
345,30.0,454
346,13.0,3748
347,190.0,4172
348,196.0,3743
349,137.0,1813
350,50.0,4825
351,80.0,4427
352,116.0,992
353,,2515
354,23.0,2438
355,92.0,4414
356,13.0,727
357,183.0,2025
358,144.0,1841
359,187.0,1268
360,165.0,1971
361,128.0,3568
362,47.0,3410
363,54.0,670
364,106.0,1692
365,52.0,555
366,174.0,1997
367,45.0,4269
368,148.0,3262
369,180.0,1552
370,,2322
371,101.0,3260
372,197.0,61
373,140.0,2230
374,97.0,2961
375,,4301
376,185.0,1312
377,9.0,2037
378,70.0,733
379,181.0,4653
380,74.0,2327
381,190.0,2901
382,,4240
383,54.0,4404
384,89.0,1751
385,47.0,2848
386,16.0,3723
387,183.0,2108
388,,2200
389,,267
390,114.0,1655
391,146.0,1625
392,119.0,1235
393,,2680
394,193.0,132
395,30.0,4169
396,130.0,481
397,196.0,3312
398,65.0,3438
399,157.0,3655
400,153.0,438
401,82.0,3215
402,158.0,470
403,52.0,3709
404,63.0,3520
405,52.0,4968
406,135.0,1922
407,188.0,4494
408,7.0,1372
409,52.0,4254
410,189.0,1765
411,116.0,4689
412,165.0,1520
413,106.0,1127
414,125.0,1920
415,,3350
416,42.0,4388
417,39.0,3099
418,,940
419,29.0,773
420,151.0,3082
421,133.0,2289
422,192.0,3778
423,180.0,4183
424,94.0,3907
425,142.0,2307
426,38.0,4661
427,115.0,2853
428,162.0,4920
429,89.0,612
430,190.0,2558
431,89.0,4149
432,71.0,1947
433,2.0,2698
434,179.0,1898
435,31.0,272
436,105.0,4963
437,35.0,2031
438,192.0,4632
439,138.0,3823
440,153.0,1819
441,93.0,1464
442,52.0,1019
443,,4058
444,77.0,2302
445,28.0,4228
446,108.0,4275
447,17.0,3405
448,92.0,2926
449,116.0,102
450,99.0,4806
451,142.0,812
452,52.0,70
453,64.0,2030
454,34.0,1571
455,183.0,642
456,173.0,722
457,98.0,4623
458,131.0,4219
459,47.0,1373
460,152.0,4782
461,,3124
462,15.0,434
463,,4749
464,147.0,2630
465,93.0,3925
466,49.0,4390
467,175.0,4842
468,91.0,429
469,186.0,4371
470,55.0,2538
471,44.0,1215
472,60.0,4412
473,2.0,3974
474,137.0,1751
475,105.0,3805
476,15.0,4726
477,172.0,1167
478,,431
479,154.0,2925
480,82.0,4312
481,149.0,2632
482,1.0,4987
483,135.0,4250
484,39.0,412
485,9.0,3369
486,152.0,4311
487,116.0,488
488,87.0,4245
489,51.0,3243
490,101.0,669
491,39.0,3566
492,51.0,4990
493,59.0,2022
494,106.0,2380
495,186.0,2414
496,132.0,116
497,100.0,3824
498,95.0,366
499,37.0,259
500,,4612
501,107.0,880
502,25.0,3693
503,44.0,2373
504,126.0,2467
505,118.0,3915
506,109.0,1800
507,161.0,335
508,147.0,557
509,104.0,986
510,11.0,1576
511,174.0,3385
512,150.0,783
513,103.0,3745
514,83.0,2121
515,141.0,4441
516,,4613
517,96.0,1156
518,83.0,2730
519,147.0,68
520,85.0,3877
521,190.0,4193
522,10.0,3003
523,58.0,414
524,69.0,2624
525,133.0,4524
526,113.0,4178
527,,3793
528,33.0,2713
529,154.0,3702
530,114.0,2896
531,92.0,1738
532,,2520
533,53.0,4460
534,31.0,1217
535,,3796
536,25.0,1240
537,89.0,1969
538,19.0,1789
539,67.0,459
540,103.0,1150
541,,3812
542,,2535
543,122.0,2006
544,178.0,4057
545,196.0,2385
546,103.0,940
547,141.0,4935
548,10.0,3268
549,165.0,4746
550,2.0,2914
551,152.0,4234
552,136.0,1182
553,,2217
554,59.0,4247
555,49.0,2258
556,8.0,2989
557,133.0,2336
558,86.0,3082
559,,3431
560,21.0,421
561,116.0,3547
562,177.0,614
563,84.0,3684
564,57.0,4668
565,120.0,2477
566,122.0,4906
567,191.0,2682
568,99.0,4105
569,84.0,2641
570,69.0,671
571,142.0,3600
572,127.0,4447
573,180.0,2050
574,136.0,4086
575,7.0,1451
576,110.0,3045
577,77.0,2183
578,59.0,1268
579,155.0,3786
580,,1026
581,15.0,2732
582,193.0,3771
583,31.0,4531
584,134.0,1737
585,70.0,3320
586,194.0,3221
587,106.0,1840
588,180.0,1830
589,156.0,4811
590,,4532
591,34.0,3587
592,171.0,4919
593,89.0,1346
594,69.0,805
595,144.0,1560
596,182.0,184
597,171.0,2606
598,6.0,3785
599,11.0,497
600,196.0,4727
601,68.0,4518
602,,2824
603,172.0,2444
604,130.0,1416
605,127.0,1243
606,149.0,3288
607,83.0,1218
608,,4367
609,120.0,356
610,132.0,2500
611,,2256
612,,1151
613,,4480
614,83.0,2719
615,110.0,2124
616,161.0,909
617,9.0,457
618,174.0,1485
619,67.0,4689
620,132.0,2325
621,37.0,671
622,167.0,488
623,,1775
624,19.0,4230
625,107.0,3029
626,186.0,2379
627,4.0,598
628,178.0,2788
629,35.0,2755
630,64.0,2999
631,112.0,3480
632,96.0,741
633,37.0,4146
634,78.0,2762
635,114.0,3781
636,90.0,1802
637,27.0,1056
638,191.0,2345
639,146.0,3611
640,,2081
641,,3621
642,53.0,3243
643,97.0,2387
644,42.0,871
645,97.0,1572
646,66.0,2579
647,,351
648,98.0,4781
649,190.0,2534
650,124.0,4223
651,,453
652,188.0,4572
653,35.0,3014
654,50.0,1774
655,121.0,2237
656,66.0,1311
657,84.0,2150
658,3.0,2781
659,4.0,1740
660,9.0,1671
661,,3303
662,190.0,3108
663,54.0,3993
664,89.0,643
665,177.0,3075
666,11.0,224
667,159.0,3213
668,67.0,2237
669,162.0,1976
670,178.0,3497
671,161.0,4077
672,134.0,2595
673,,4963
674,5.0,2013
675,85.0,3332
676,158.0,3175
677,133.0,255
678,69.0,2819
679,187.0,2713
680,185.0,2801
681,27.0,214
682,96.0,1217
683,61.0,4770
684,166.0,2011
685,47.0,1166
686,,1561
687,53.0,2138
688,29.0,4666
689,101.0,4165
690,131.0,234
691,140.0,1854
692,50.0,1277
693,72.0,1299
694,62.0,1528
695,47.0,1684
696,163.0,3739
697,113.0,3645
698,31.0,1692
699,37.0,1594
700,108.0,3184
701,90.0,2281
702,33.0,4638
703,165.0,1530
704,133.0,3277
705,77.0,1944
706,134.0,2118
707,11.0,4782
708,141.0,4227
709,164.0,1432
710,44.0,3921
711,128.0,2367
712,184.0,3348
713,93.0,1206
714,26.0,385
715,,4247
716,15.0,2921
717,19.0,2240
718,96.0,4359
719,18.0,3297
720,123.0,1320
721,6.0,3840
722,123.0,922
723,54.0,2496
724,61.0,1895
725,21.0,3936
726,116.0,1492
727,32.0,2110
728,187.0,4441
729,129.0,950
730,144.0,2286
731,137.0,1314
732,163.0,3770
733,124.0,1250
734,68.0,2109
735,83.0,4766
736,96.0,708
737,121.0,342
738,47.0,1555
739,164.0,634
740,191.0,896
741,69.0,3882
742,151.0,3417
743,44.0,4529
744,182.0,1680
745,47.0,2934
746,122.0,1408
747,85.0,4614
748,70.0,3717
749,176.0,528
750,67.0,3460
751,78.0,4486
752,69.0,4181
753,71.0,4872
754,138.0,2328
755,171.0,2532
756,,3946
757,,632
758,73.0,4168
759,87.0,52
760,172.0,3370
761,21.0,3046
762,65.0,3751
763,145.0,1232
764,114.0,168
765,83.0,3924
766,6.0,3261
767,158.0,1518
768,11.0,2654
769,178.0,4724
770,36.0,1599
771,19.0,273
772,198.0,3814
773,,1654
774,129.0,734
775,43.0,879
776,199.0,1047
777,14.0,2697
778,22.0,2952
779,,1176
780,142.0,1115
781,63.0,2833
782,119.0,4006
783,133.0,4487
784,161.0,2773
785,173.0,4932
786,149.0,3435
787,163.0,387
788,31.0,4084
789,105.0,2830
790,15.0,2546
791,123.0,870
792,170.0,4953
793,178.0,62
794,141.0,3236
795,69.0,4762
796,55.0,1497
797,51.0,2965
798,,2604
799,160.0,3045
800,,837
801,164.0,3981
802,32.0,4849
803,61.0,657
804,62.0,3857
805,80.0,4342
806,12.0,3104
807,25.0,4925
808,166.0,71
809,34.0,3035
810,179.0,840
811,,2466
812,3.0,943
813,19.0,1303
814,116.0,3140
815,74.0,2933
816,156.0,4039
817,,1785
818,,4339
819,21.0,3917
820,115.0,4717
821,130.0,101
822,,2266
823,191.0,4374
824,112.0,3702
825,118.0,76
826,5.0,3294
827,180.0,2154
828,81.0,4518
829,16.0,2284
830,23.0,3318
831,,4280
832,192.0,1168
833,155.0,1775
834,118.0,2885
835,,1279
836,58.0,3409
837,131.0,2795
838,53.0,1483
839,138.0,322
840,5.0,945
841,9.0,4706
842,160.0,1288
843,15.0,1513
844,130.0,473
845,,4719
846,127.0,139
847,23.0,2343
848,151.0,295
849,,3170
850,197.0,267
851,92.0,3887
852,139.0,3025
853,199.0,4692
854,123.0,1793
855,186.0,4038
856,115.0,4378
857,115.0,1244
858,,4369
859,135.0,1227
860,142.0,4417
861,,3190
862,8.0,4921
863,79.0,3952
864,,2296
865,56.0,1575
866,103.0,649
867,60.0,1562
868,70.0,3986
869,72.0,1760
870,133.0,1226
871,131.0,3106
872,67.0,929
873,36.0,2206
874,94.0,821
875,131.0,4952
876,,2947
877,172.0,2687
878,108.0,2307
879,180.0,2006
880,89.0,3268
881,,3391
882,96.0,156
883,144.0,1262
884,127.0,1637
885,76.0,1912
886,130.0,665
887,192.0,3513
888,98.0,4379
889,20.0,2731
890,149.0,922
891,84.0,1984
892,160.0,426
893,180.0,1983
894,83.0,2442
895,71.0,1122
896,181.0,251
897,52.0,1169
898,55.0,439
899,83.0,4471
900,51.0,4118
901,168.0,2740
902,124.0,1783
903,136.0,300
904,143.0,1489
905,156.0,3620
906,165.0,2309
907,,2042
908,109.0,2078
909,27.0,309
910,2.0,2590
911,6.0,3225
912,,503
913,24.0,567
914,137.0,332
915,45.0,3541
916,80.0,575
917,174.0,2558
918,165.0,342
919,117.0,2877
920,13.0,3292
921,13.0,4846
922,72.0,2811
923,177.0,1914
924,91.0,2825
925,137.0,4161
926,167.0,3693
927,2.0,866
928,65.0,4450
929,193.0,1595
930,107.0,1582
931,113.0,2828
932,147.0,3038
933,,3607
934,30.0,822
935,54.0,958
936,154.0,1569
937,91.0,2810
938,188.0,3181
939,124.0,2776
940,185.0,3260
941,62.0,1475
942,128.0,4003
943,175.0,4157
944,185.0,514
945,110.0,4448
946,105.0,4350
947,188.0,2545
948,185.0,1539
949,94.0,3125
950,,4337
951,20.0,276
952,28.0,1075
953,36.0,3116
954,186.0,778
955,40.0,4221
956,136.0,4813
957,11.0,1398
958,,4424
959,114.0,4614
960,71.0,1956
961,136.0,3954
962,196.0,2952
963,3.0,406
964,95.0,2793
965,166.0,222
966,56.0,4629
967,33.0,4248
968,16.0,3357
969,166.0,3274
970,98.0,1928
971,143.0,3048
972,112.0,2638
973,85.0,1623
974,57.0,3622
975,,2619
976,192.0,1708
977,97.0,4772
978,,1149
979,82.0,2217
980,95.0,3018
981,14.0,712
982,,2083
983,111.0,1582
984,49.0,1713
985,140.0,2573
986,188.0,400
987,39.0,3842
988,,1586
989,38.0,4692
990,194.0,422
991,,3800
992,118.0,1629
993,87.0,1283
994,11.0,4374
995,145.0,4127
996,,1444
997,135.0,3621
998,49.0,3555
999,162.0,693
1000,4.0,3707
481,149.0,2632
617,9.0,457
429,89.0,612
341,,2318
949,94.0,3125
637,27.0,1056
306,138.0,4253
620,132.0,2325
459,47.0,1373
402,158.0,470
964,95.0,2793
370,,2322
311,185.0,1909
298,165.0,2755
652,188.0,4572
857,115.0,1244
342,145.0,4669
433,2.0,2698
675,85.0,3332
841,9.0,4706
470,55.0,2538
959,114.0,4614
775,43.0,879
522,10.0,3003
314,102.0,3174
515,141.0,4441
821,130.0,101
365,52.0,555
38,117.0,3685
68,173.0,2434
531,92.0,1738
74,4.0,4614
269,132.0,524
667,159.0,3213
55,72.0,464
299,8.0,4861
962,196.0,2952
287,65.0,4306
204,107.0,2963
240,16.0,3073
668,67.0,2237
782,119.0,4006
416,42.0,4388
941,62.0,1475
862,8.0,4921
457,98.0,4623
546,103.0,940
583,31.0,4531
107,195.0,4113
679,187.0,2713
