id_transaccion,id_cliente,monto,fecha,region,id_tienda,edad,preferencias,geolocalizacion,ingresos,puntos_lealtad,gastos_mensuales,segmento_cliente,PC1,PC2,PC3
9990,1986,1176.0,2053-05-08,MX,7,53,Moda,CDMX,0.4484636272688295,0.07522567703109327,0.3413766915216791,Regular,-1359.270894239086,17.354089595940028,-10.655269857737565
9989,216,779.0,2053-05-07,MX,2,23,Tecnología,Guadalajara,0.4894097470344433,0.1464393179538616,0.6771610052471693,Regular,-1756.281716845299,-5.169519827550811,-30.88116735612048
9988,1452,2013.0,2053-05-06,MX,1,23,Tecnología,Guadalajara,0.5918107760468773,0.18655967903711135,0.6622134769400718,Premium Joven,-522.2815771338348,-5.268699135858693,-31.681445068362976
9987,132,1478.0,2053-05-05,MX,18,28,Tecnología,Guadalajara,0.1650993282835501,0.526579739217653,0.5253728251864126,Regular,-1057.2846090354415,-9.817906765644372,-14.649947682387587
9986,1055,2091.0,2053-05-04,MX,47,67,Hogar,Monterrey,0.7223381449192511,0.1945837512537613,0.573080640706987,Premium Adulto,-444.2774089587092,7.428861489097962,30.689046338762218
9985,1135,2625.0,2053-05-03,MX,36,63,Hogar,Monterrey,0.9474917821923682,0.5386158475426279,0.4861571389119028,Premium Adulto,89.72421101494183,9.62878111298124,19.26821820197113
9984,814,1556.0,2053-05-02,MX,1,66,Tecnología,Guadalajara,0.8950693154208947,0.5496489468405216,0.2555923777961889,Regular,-979.2637544198578,31.3572525444976,-8.795761157608695
9983,695,256.0,2053-05-01,MX,32,62,Hogar,Monterrey,0.7112905530941832,0.03610832497492478,0.44000276166804747,Regular,-2279.2746675301682,12.126077524836834,15.26209440600946
9982,313,2142.0,2053-04-30,MX,22,69,Tecnología,CDMX,0.21594969272545375,0.14142427281845538,0.6607636012151339,Premium Adulto,-393.2689695854492,22.411861360527556,10.598524815585805
9981,624,4403.0,2053-04-29,MX,8,57,Moda,CDMX,0.8202229526940117,0.8395185556670011,0.6598315382491025,Premium Adulto,1867.730022994488,18.55452364785449,-7.558534486785788
9980,471,4217.0,2053-04-28,MX,1,67,Moda,Monterrey,0.29709875660997576,0.7582748244734203,0.8465548191107429,Premium Adulto,1681.7363214082038,30.84219270579177,-8.162670123852742
9979,1384,4732.0,2053-04-27,MX,40,21,Moda,CDMX,0.40597398885236524,0.12437311935807423,0.957090582711958,Premium Joven,2196.7053709194956,-29.125815578383214,0.36278304313688636
9978,1690,1733.0,2053-04-26,MX,26,51,Moda,CDMX,0.8261540660282978,0.8264794383149449,0.2916666666666667,Cliente Leal,-802.2775860187355,5.255517370765585,4.379813724139311
9977,973,4456.0,2053-04-25,MX,24,40,Hogar,Guadalajara,0.8363584393311418,0.9237713139418255,0.9516362883181442,Premium Adulto,1920.718121189981,-4.382443893376795,-3.0700583992111206
9976,129,3380.0,2053-04-24,MX,7,63,Moda,Guadalajara,0.3131627840503073,0.006018054162487463,0.38414802540734605,Premium Adulto,844.73295048722,24.689384096741332,-5.246042873692865
9975,119,4472.0,2053-04-23,MX,18,38,Hogar,CDMX,0.927397456052594,0.5897693079237714,0.08816625241645955,Premium Adulto,1936.7191128525178,-2.8881259628819187,-9.212535477229501
9974,1458,343.0,2053-04-22,MX,39,44,Moda,Monterrey,0.0550378733743033,0.46740220661985954,0.33247031206848937,Regular,-2192.2842386375196,-6.880869418826542,11.603148770978223
9973,608,350.0,2053-04-21,MX,45,35,Tecnología,CDMX,0.9475060740317279,0.5436308926780341,0.9793910521955261,Regular,-2185.28979728703,-17.697505307479567,11.886056777190369
9972,126,3316.0,2053-04-20,MX,50,47,Hogar,Guadalajara,0.3576818636558525,0.7953861584754263,0.8234258492129246,Premium Adulto,780.7132576745503,-11.722770232595456,22.621450362189172
9971,483,2497.0,2053-04-19,MX,1,67,Tecnología,Guadalajara,0.7517078748034872,0.7412236710130392,0.651891742612538,Premium Adulto,-38.2634607495238,31.72222410725288,-8.227823402394293
9970,1735,3771.0,2053-04-18,MX,14,46,Moda,Monterrey,0.8324424753465771,0.2296890672016048,0.9441107428887048,Premium Adulto,1235.7237363567192,6.372935019745103,-8.362943927460236
9969,273,1597.0,2053-04-17,MX,26,55,Hogar,Monterrey,0.8811061883664427,0.19759277833500502,0.13514913007456503,Regular,-938.2759158691633,8.710588725006193,6.5055540496855855
9968,722,4075.0,2053-04-16,MX,17,35,Hogar,Guadalajara,0.8355295126482778,0.9789368104312939,0.046948356807511735,Premium Adulto,1539.7182305446945,-4.691400544143772,-11.671717258699438
9967,1947,4502.0,2053-04-15,MX,29,54,Tecnología,Guadalajara,0.28738030584536234,0.7091273821464393,0.48084092792046396,Premium Adulto,1966.722386019807,4.779695265320694,8.621432671307097
9966,2,662.0,2053-04-14,MX,3,57,Hogar,CDMX,0.12538230670287268,0.7883650952858576,0.15796741231703948,Cliente Leal,-1873.2679523244603,23.13294040763269,-11.929160447628547
9965,598,3679.0,2053-04-13,MX,30,55,Hogar,Monterrey,0.14176075460911822,0.802407221664995,0.10404584368958851,Premium Adulto,1143.722603610207,5.514472515672434,9.969849819706766
9964,1746,4300.0,2053-04-12,MX,16,63,Hogar,CDMX,0.7529083893097042,0.8655967903711134,0.9934410383871858,Premium Adulto,1764.730084048137,19.424504741036767,2.4041755358140904
9963,1604,906.0,2053-04-11,MX,25,50,Moda,Guadalajara,0.2861797913391454,0.1484453360080241,0.2802747859707263,Regular,-1629.277575402083,5.36582606055488,2.971093850854153
9962,1658,2294.0,2053-04-10,MX,6,51,Hogar,Guadalajara,0.18230670287265974,0.8716148445336008,0.1915216790941729,Premium Adulto,-241.27156135445557,15.621464665683742,-12.524938466667777
9961,227,4211.0,2053-04-09,MX,43,55,Tecnología,CDMX,0.5262684007431756,0.19157472417251756,0.3544255730461198,Premium Adulto,1675.718571915298,-1.6820038103867496,20.991867610580677
9960,510,2658.0,2053-04-08,MX,27,55,Moda,Guadalajara,0.113334286122624,0.633901705115346,0.7529342723004695,Premium Adulto,122.72365606676931,7.635682939214373,7.392531141466982
9959,1554,4599.0,2053-04-07,MX,11,67,Tecnología,Guadalajara,0.8353151350578819,0.10130391173520562,0.22666390499861916,Premium Adulto,2063.7332150082934,25.319616372142125,0.31469255460115164
9958,889,1732.0,2053-04-06,MX,1,46,Tecnología,Guadalajara,0.6901957981992283,0.4062186559679037,0.6210991438829053,Regular,-803.2720371275395,14.34082148719013,-19.441588980054167
9957,1266,2304.0,2053-04-05,MX,12,30,Moda,Monterrey,0.4633414320423038,0.5586760280842528,0.9956848936757802,Premium Adulto,-231.28206748183948,-5.3520844170740745,-18.63239143279781
9956,838,4549.0,2053-04-04,MX,1,47,Moda,Guadalajara,0.3499642704016007,0.9889669007021064,0.0784313725490196,Premium Adulto,2013.7280063935227,13.744638853083128,-18.80298969696804
9955,285,1290.0,2053-04-03,MX,25,39,Tecnología,Monterrey,0.043575818207803346,0.600802407221665,0.23066832366749518,Regular,-1245.2821688282866,-4.1405586705172155,-2.873357129634897
9954,1991,1307.0,2053-04-02,MX,40,52,Hogar,Guadalajara,0.8012719737030155,0.1875626880641926,0.4345829881248274,Regular,-1228.2813759557268,-1.13661291174137,16.745619366510475
9953,744,1568.0,2053-04-01,MX,47,55,Tecnología,Monterrey,0.25402315277976273,0.43129388164493476,0.34424192212096105,Regular,-967.2822928084365,-2.459446945031999,24.27849600916577
9952,756,2124.0,2053-03-31,MX,35,35,Tecnología,Monterrey,0.46397027297413174,0.7883650952858576,0.989850869925435,Premium Adulto,-411.28697913154065,-13.27901452189791,3.489787013091025
9951,1512,1480.0,2053-03-30,MX,39,36,Hogar,CDMX,0.7840931827926254,0.436308926780341,0.04149406241369788,Regular,-1055.28770911592,-14.23441446013997,7.383558363405719
9950,786,2257.0,2053-03-29,MX,5,54,Moda,Monterrey,0.5193940260111476,0.5476429287863591,0.9747307373653687,Premium Adulto,-278.27001300465145,18.71259680848203,-11.775331700254725
9949,1362,1171.0,2053-03-28,MX,13,24,Tecnología,CDMX,0.7727883378590824,0.275827482447342,0.2818627450980392,Regular,-1364.2847111984386,-10.383457327943308,-21.024513171435526
9948,16,3959.0,2053-03-27,MX,12,52,Hogar,CDMX,0.310261540660283,0.5656970912738215,0.7729563656448495,Premium Adulto,1423.7268075442857,12.420123981421522,-6.852038333470233
9947,1112,4477.0,2053-03-26,MX,29,46,Tecnología,CDMX,0.593440045733886,0.5977933801404213,0.28431372549019607,Premium Adulto,1941.719076845628,-1.978578283186362,4.3590046035560945
9946,1577,4383.0,2053-03-25,MX,41,66,Tecnología,CDMX,0.4879091039016721,0.7141424272818456,0.7555578569455952,Premium Adulto,1847.723706218158,8.605130420190548,25.16432048362001
9945,1621,1139.0,2053-03-24,MX,7,65,Hogar,CDMX,0.952351007574675,0.3811434302908726,0.6145056614194974,Regular,-1396.2659377479335,27.528871146761535,-4.266070429704342
9944,439,1981.0,2053-03-23,MX,5,31,Moda,CDMX,0.3227811919394026,0.5466399197592778,0.800642087821044,Regular,-554.2794794460542,-0.6119736140337011,-24.035966339558286
9943,1881,2263.0,2053-03-22,MX,45,66,Moda,Monterrey,0.24634843504359014,0.8786359077231696,0.4212234189450428,Premium Adulto,-272.27722980476256,7.559692759780052,28.470622876746027
9942,1234,4423.0,2053-03-21,MX,40,66,Tecnología,Monterrey,0.6818779476918679,0.9558676028084253,0.03175918254625794,Premium Adulto,1887.7239973423034,9.116463690265402,24.31921184704442
9941,996,129.0,2053-03-20,MX,30,59,Moda,CDMX,0.06805773903101331,0.8134403209628887,0.41431924882629106,Cliente Leal,-2406.2752719807536,10.717477650549927,11.967382321249026
9940,1180,1873.0,2053-03-19,MX,21,27,Tecnología,Monterrey,0.702815492353866,0.7592778335005016,0.9536730185031759,Cliente Leal,-662.2859948330881,-12.464504692480666,-12.629871444993121
9939,1590,2989.0,2053-03-18,MX,44,56,Hogar,CDMX,0.42724024581963693,0.25877632898696085,0.4995512289422811,Premium Adulto,453.71884442731516,-0.7425643485078766,22.325136074555083
9938,18,2346.0,2053-03-17,MX,47,18,Tecnología,Monterrey,0.3780620265828212,0.7953861584754263,0.0680060756697045,Premium Joven,-189.2976908282085,-34.172831929609686,4.599745603659137
9937,1986,1862.0,2053-03-16,MX,1,53,Moda,CDMX,0.4484636272688295,0.07522567703109327,0.3413766915216791,Regular,-673.269158284927,20.19874071837675,-15.707609617431839
9936,104,4736.0,2053-03-15,MX,8,24,Tecnología,CDMX,0.3912105187937688,0.5606820461384153,0.5212303231151616,Premium Joven,2200.716348204159,-9.544920342227577,-25.122194342780915
9935,1825,2554.0,2053-03-14,MX,34,65,Tecnología,CDMX,0.6342575389452623,0.20260782347041123,0.1743302954984811,Premium Adulto,18.725659886694302,12.423192915759909,18.638922273121842
9934,1982,389.0,2053-03-13,MX,38,51,Moda,Guadalajara,0.16367014434757757,0.12337011033099297,0.015568903617785144,Regular,-2146.2810506006326,-0.44758763716016503,14.487079215155099
9933,1977,2691.0,2053-03-12,MX,18,25,Tecnología,Guadalajara,0.5182649707017293,0.4433299899699097,0.11188207677437172,Premium Joven,155.71398272095394,-12.978457664974771,-16.202827017749335
9932,1729,4307.0,2053-03-11,MX,50,59,Hogar,Guadalajara,0.9141346291267686,0.8204613841524574,0.35615161557580777,Premium Adulto,1771.7180737613476,-2.074780278166042,29.049431172326713
9931,1862,2756.0,2053-03-10,MX,9,60,Moda,Monterrey,0.6541374874946405,0.7853560682046139,0.3095139464236399,Premium Adulto,220.73117655754868,21.4039060864952,-5.175619711371127
9930,1516,1675.0,2053-03-09,MX,28,22,Tecnología,CDMX,0.31412033728740885,0.25877632898696085,0.14705882352941174,Regular,-860.2901630950646,-20.323504110679835,-9.374974373890936
9929,489,4913.0,2053-03-08,MX,20,27,Tecnología,Guadalajara,0.5487780477347435,0.8535606820461384,0.8849765258215962,Premium Joven,2377.7139107292446,-13.48810193912319,-13.362055241788983
9928,69,1158.0,2053-03-07,MX,6,61,Moda,Guadalajara,0.8890667428898099,0.5075225677031093,0.7931165423916046,Regular,-1377.2672869859553,24.666557584837623,-7.242258626056831
9927,825,2364.0,2053-03-06,MX,18,54,Tecnología,Guadalajara,0.7619694154637702,0.17452357071213642,0.47110604805302403,Premium Adulto,-171.27399097766465,11.733079449000297,-0.768947575432648
9926,1480,511.0,2053-03-05,MX,49,62,Tecnología,CDMX,0.30827497498928114,0.8124373119358075,0.022127865230599286,Cliente Leal,-2024.2798727438712,2.940319236402182,29.659811211572453
9925,958,488.0,2053-03-04,MX,27,58,Hogar,CDMX,0.7551950836072603,0.9358074222668005,0.11095001380834023,Cliente Leal,-2047.2748333116026,11.284478252972935,8.908057342240411
9924,1721,2246.0,2053-03-03,MX,7,63,Tecnología,Guadalajara,0.11193368586537086,0.9167502507522568,0.42191383595691795,Premium Adulto,-289.26689766689196,25.269721442933122,-5.288715271359266
9923,1612,3334.0,2053-03-02,MX,50,45,Hogar,Guadalajara,0.6691439188223525,0.5526579739217653,0.07173432753383044,Premium Adulto,798.712419314395,-13.425411815399626,21.556659818833516
9922,1635,2378.0,2053-03-01,MX,23,43,Hogar,CDMX,0.894583392882664,0.7913741223671014,0.2571112952223143,Premium Adulto,-157.28006538403633,-0.2475566354383787,-2.3962202050740515
9921,1364,2279.0,2053-02-28,MX,21,23,Moda,CDMX,0.5476775761040446,0.5245737211634905,0.9508423087544877,Premium Joven,-256.2876984149266,-16.057510789542057,-14.744821791186745
9920,845,2947.0,2053-02-27,MX,30,40,Hogar,CDMX,0.9456910104330428,0.6880641925777332,0.22500690417011876,Premium Adulto,411.7164879962934,-6.806360272563364,1.9515665974588146
9919,235,4786.0,2053-02-26,MX,10,50,Hogar,Guadalajara,0.6201800771759325,0.9658976930792378,0.5628969897818282,Premium Adulto,2250.7264734743853,11.368800908054528,-9.579672312075104
9918,1762,1516.0,2053-02-25,MX,42,41,Tecnología,Monterrey,0.6554523367157353,0.03610832497492478,0.4527754763877382,Regular,-1019.2865554372959,-11.61846225435544,12.587442650761176
9917,991,3686.0,2053-02-24,MX,31,25,Hogar,Monterrey,0.7549521223381449,0.11033099297893681,0.8011253797293565,Premium Joven,1150.7098946623169,-20.41160012378742,-5.163474049175058
9916,905,2553.0,2053-02-23,MX,20,46,Hogar,Monterrey,0.18306417035872516,0.7021063189568707,0.9432477216238608,Premium Adulto,17.72208111042255,3.800907871883048,-3.329731838455878
9915,1000,265.0,2053-02-22,MX,8,24,Hogar,Guadalajara,0.791510647420323,0.7542627883650953,0.5154998619165976,Cliente Leal,-2270.283069383797,-7.2564720747474425,-25.290526716962376
9914,1643,860.0,2053-02-21,MX,50,37,Hogar,CDMX,0.8262112333857368,0.08625877632898696,0.8957125103562552,Regular,-1675.2905576964508,-18.928896171948068,17.202622053888156
9913,635,1587.0,2053-02-20,MX,20,28,Moda,Monterrey,0.36887237387451766,0.9277833500501504,0.6034935100800883,Cliente Leal,-948.2852359478047,-10.939226418247205,-12.953749379861065
9912,938,1388.0,2053-02-19,MX,8,31,Moda,Monterrey,0.5666714306131199,0.13841524573721165,0.7955675227837614,Regular,-1147.2803180712888,-1.9063355210783293,-21.51934540009622
9911,757,948.0,2053-02-18,MX,49,41,Hogar,Guadalajara,0.6551807917679006,0.5967903711133401,0.15755316210991438,Regular,-1587.2886139807817,-15.056623576496648,18.490319493522364
9910,817,3873.0,2053-02-17,MX,8,40,Tecnología,Guadalajara,0.08495069315420897,0.06318956870611835,0.011150234741784039,Premium Adulto,1337.7230774999662,4.43834122036797,-16.631442979416544
9909,545,4380.0,2053-02-16,MX,15,69,Tecnología,CDMX,0.8862798342146635,0.014042126379137413,0.8901891742612538,Premium Adulto,1844.7328559595094,24.99439805590831,4.756922127020765
9908,203,2033.0,2053-02-15,MX,45,55,Tecnología,CDMX,0.6685865370873231,0.014042126379137413,0.4743855288594311,Premium Adulto,-502.28175111202245,-1.6322414228264073,22.602752009223856
9907,1344,2465.0,2053-02-14,MX,34,21,Moda,CDMX,0.24624839216807207,0.8946840521564694,0.2251449875724938,Premium Joven,-70.29250637427685,-24.770238899293467,-4.800202912272461
9906,312,688.0,2053-02-13,MX,7,58,Moda,CDMX,0.20896098327854798,0.20461384152457374,0.06507180336923502,Regular,-1847.2687611771994,21.83551329063476,-8.00998037531248
9905,1111,103.0,2053-02-12,MX,17,27,Tecnología,CDMX,0.8762612548234957,0.3671013039117352,0.10211267605633804,Regular,-2432.284551140756,-9.428508224551756,-16.081436189745105
9904,1561,2790.0,2053-02-11,MX,6,32,Hogar,Guadalajara,0.7920966128340717,0.03510531594784353,0.0267881800607567,Premium Adulto,254.72051082284406,-0.7131865258419161,-22.626965289148632
9903,388,3400.0,2053-02-10,MX,41,53,Hogar,Guadalajara,0.9783335715306559,0.8816449348044133,0.5645194697597349,Premium Adulto,864.7184534270259,-1.8946668798141317,18.202345904965505
9902,1003,3364.0,2053-02-09,MX,36,58,Tecnología,Guadalajara,0.8469201086179791,0.09227683049147442,0.7717136150234741,Premium Adulto,828.7220513195871,5.019242891870569,16.633063059553706
9901,615,1020.0,2053-02-08,MX,24,32,Tecnología,Monterrey,0.971816492782621,0.7432296890672017,0.5366956641811654,Cliente Leal,-1515.2847362850616,-9.394568129796369,-7.459957528083052
9900,1966,4844.0,2053-02-07,MX,1,57,Hogar,CDMX,0.7789767043018436,0.19759277833500502,0.8006766086716377,Premium Adulto,2308.7320982342058,22.057635368779753,-13.466020302791488
9899,1858,2331.0,2053-02-06,MX,25,26,Hogar,Monterrey,0.3005716735743891,0.9057171514543632,0.37451670809168736,Premium Joven,-204.28768277388917,-15.676105232141051,-9.759248014947403
9898,1338,1202.0,2053-02-05,MX,50,27,Tecnología,Guadalajara,0.3349578390738889,0.7001003009027081,0.1753314001657001,Cliente Leal,-1333.2947321804088,-27.567872198579316,11.889724750376587
9897,1958,1957.0,2053-02-04,MX,48,63,Moda,Guadalajara,0.876975846791482,0.7211634904714143,0.08295360397680199,Cliente Leal,-578.2793551797424,3.5787316217735246,29.39940266561313
9896,229,915.0,2053-02-03,MX,24,43,Hogar,CDMX,0.7334000285836787,0.7111334002006019,0.120995581331124,Cliente Leal,-1620.2801746913347,-0.031211725439174387,-1.60436907569418
9895,1992,2146.0,2053-02-02,MX,47,39,Tecnología,CDMX,0.9464056024010289,0.7221664994984955,0.6469897818282242,Premium Adulto,-389.28899211733005,-16.297175702883226,15.776592760925503
9894,568,3659.0,2053-02-01,MX,34,21,Tecnología,CDMX,0.40781763612976984,0.4112337011033099,0.2685031759182546,Premium Joven,1123.7073343525767,-25.381366640800422,-4.755467520290331
9893,639,397.0,2053-01-31,MX,10,35,Hogar,Guadalajara,0.8015292268114906,0.7562688064192579,0.8573253244959956,Cliente Leal,-2138.2791477910114,0.9207080619754784,-17.73398948945547
9892,1994,4215.0,2053-01-30,MX,27,46,Hogar,Monterrey,0.8287265971130484,0.33600802407221664,0.18206296603148303,Premium Adulto,1679.7197159387829,-0.7793257587868858,2.6562819663755732
9891,1902,4929.0,2053-01-29,MX,42,47,Tecnología,CDMX,0.5482063741603544,0.6258776328986961,0.2010149130074565,Premium Adulto,2393.7154734741575,-8.28797606662143,15.91110655281176
9890,1674,1867.0,2053-01-28,MX,29,48,Hogar,CDMX,0.4839216807203087,0.31995987963891676,0.07021541010770506,Regular,-668.2797512678517,1.050244814837665,5.326840566767089
9889,551,1068.0,2053-01-27,MX,16,56,Moda,CDMX,0.566042589681292,0.1695085255767302,0.5435307925987296,Regular,-1467.2723808422015,15.154698234739474,-1.4446243990679974
9888,748,2673.0,2053-01-26,MX,42,21,Moda,CDMX,0.26674288980991856,0.2296890672016048,0.15002761668047498,Premium Joven,137.70503120265494,-29.13764055088005,1.9786713668679141
9887,645,438.0,2053-01-25,MX,25,27,Tecnología,Guadalajara,0.3630698870944691,0.530591775325978,0.03200082850041425,Regular,-2097.2870223205027,-13.860864905706599,-9.297373824521912
9886,148,378.0,2053-01-24,MX,42,29,Tecnología,Monterrey,0.8318565099328283,0.09528585757271815,0.7397473073736537,Regular,-2157.2913660734384,-21.19190860010682,6.1527492278222695
9885,1957,223.0,2053-01-23,MX,40,47,Tecnología,Guadalajara,0.6441331999428326,0.5707121364092277,0.09358602595967964,Regular,-2312.2832992133676,-4.813712924219782,14.0419423218434
9884,1724,1268.0,2053-01-22,MX,4,28,Moda,Guadalajara,0.7829212519651279,0.8796389167502507,0.011081193040596522,Cliente Leal,-1267.2803339777342,-2.254467930002768,-26.5076787264302
9883,1228,4051.0,2053-01-21,MX,28,44,Hogar,Monterrey,0.6311133342861226,0.6389167502507523,0.10459817729908864,Premium Adulto,1515.7186091217695,-2.9207336142890554,2.4313831800597754
9882,320,1388.0,2053-01-20,MX,5,49,Hogar,Guadalajara,0.8832499642704016,0.9237713139418255,0.21924192212096105,Cliente Leal,-1147.271976103268,14.924720748145415,-14.471697472365047
9881,1746,1072.0,2053-01-19,MX,30,63,Hogar,CDMX,0.7529083893097042,0.8655967903711134,0.9934410383871858,Cliente Leal,-1463.273751869674,13.62005874053946,14.131976164597361
9880,1622,4656.0,2053-01-18,MX,43,40,Tecnología,Guadalajara,0.09739888523652995,0.39518555667001,0.9324426953880144,Premium Adulto,2120.7123246759725,-14.604236317089686,13.019435205022283
9879,1022,913.0,2053-01-17,MX,49,39,Moda,Guadalajara,0.6382163784479062,0.7642928786359078,0.6586923501795084,Cliente Leal,-1622.2894329373553,-16.73103396871958,17.423544094388433
9878,4,2237.0,2053-01-16,MX,14,20,Hogar,Monterrey,0.39985708160640276,0.7973921765295888,0.7941176470588235,Premium Joven,-298.2868006301792,-14.846694887336492,-22.268565373895132
9877,981,1278.0,2053-01-15,MX,39,57,Hogar,Guadalajara,0.6025582392453909,0.03009027081243731,0.5386288318144159,Regular,-1257.278997050004,3.642871631256014,18.561761934117534
9876,1849,1380.0,2053-01-14,MX,2,62,Hogar,Monterrey,0.44020294411890803,0.9638916750250752,0.5950704225352113,Cliente Leal,-1155.2656794527513,27.52978666292201,-10.08612725542995
9875,1876,1933.0,2053-01-13,MX,21,69,Moda,CDMX,0.7160211519222524,0.43129388164493476,0.20881662524164596,Regular,-602.2686494235995,23.050646745722613,9.743486537875818
9874,921,2610.0,2053-01-12,MX,26,21,Tecnología,CDMX,0.6707588966700014,0.010030090270812439,0.2596658381662524,Premium Joven,74.70990397445712,-20.583284916949786,-11.565731487654439
9873,898,1682.0,2053-01-11,MX,44,61,Tecnología,CDMX,0.3069458339288267,0.3711133400200602,0.16922120961060483,Regular,-853.2789168496922,4.15800287307362,24.939556719580885
9872,36,465.0,2053-01-10,MX,10,62,Tecnología,Guadalajara,0.9996712876947264,0.17251755265797394,0.6858602595967964,Regular,-2070.2680019538716,23.737074711641082,-3.3502014208919704
9871,1064,4042.0,2053-01-09,MX,31,23,Tecnología,CDMX,0.6916535658139202,0.6930792377131395,0.3114125932062966,Premium Joven,1506.7090184639142,-22.287116044692073,-6.215492461003429
9870,1785,1577.0,2053-01-08,MX,22,65,Moda,Guadalajara,0.8847077318850937,0.2407221664994985,0.3715824357912179,Regular,-958.2705616355938,19.31497368831184,8.445721129402635
9869,1237,4427.0,2053-01-07,MX,5,63,Hogar,Monterrey,0.08952408174932114,0.32798395185556667,0.25379729356531344,Premium Adulto,1891.7334238148537,25.218602053202364,-6.899258691507491
9868,555,1233.0,2053-01-06,MX,45,55,Moda,CDMX,0.4080463055595255,0.09027081243731193,0.2856255178127589,Regular,-1302.281642291295,-1.2226980631444455,22.57320247192896
9867,198,3214.0,2053-01-05,MX,28,44,Moda,CDMX,0.9458196369872803,0.9087261785356069,0.12430958298812482,Premium Adulto,678.7187137335673,-2.492570060795863,2.3993454270850236
9866,1370,2573.0,2053-01-04,MX,21,58,Moda,CDMX,0.4440331570673145,0.37512537612838515,0.6615575807787903,Premium Adulto,37.72672765218658,13.413843630512812,3.9088259932798906
9865,1383,4841.0,2053-01-03,MX,25,62,Moda,Monterrey,0.08353580105759612,0.8836509528585758,0.947804473902237,Premium Adulto,2305.726871111125,13.507901411983955,9.50999193803365
9864,893,1502.0,2053-01-02,MX,35,30,Moda,CDMX,0.6583392882663999,0.5636910732196591,0.4221209610604805,Regular,-1033.2889698040149,-17.19282143883588,0.8032335862669626
9863,1102,3695.0,2053-01-01,MX,30,18,Moda,CDMX,0.707346005430899,0.020060180541624874,0.767743717205192,Premium Joven,1159.7073057562893,-25.807918535560454,-9.737804262094492
9862,1130,1233.0,2052-12-31,MX,22,52,Tecnología,CDMX,0.5765470916106903,0.3650952858575727,0.08944352388842862,Regular,-1302.275885286266,8.488574370857766,1.509053506806893
9861,291,2904.0,2052-12-30,MX,1,37,Hogar,Guadalajara,0.6909961412033728,0.9027081243731194,0.7269400718033693,Premium Adulto,368.7240886624877,6.123657347757231,-24.19169397510737
9860,715,4981.0,2052-12-29,MX,7,64,Moda,Monterrey,0.36758610833214234,0.11334002006018054,0.9453880143606739,Premium Adulto,2445.733154766966,24.71651079454224,-4.6536893819057
9859,916,1659.0,2052-12-28,MX,38,26,Moda,CDMX,0.8963269972845506,0.571715145436309,0.2607359845346589,Regular,-876.2915619152209,-22.25678378310826,1.2172399485196266
9858,1801,3113.0,2052-12-27,MX,24,50,Hogar,Guadalajara,0.2129484064599114,0.39317953861584753,0.45577879038939517,Premium Adulto,577.7224398198673,4.768744492322266,2.2074139014313445
9857,1394,2429.0,2052-12-26,MX,29,37,Moda,Guadalajara,0.8429326854366157,0.5366098294884655,0.6064968240817453,Premium Adulto,-106.28437482205982,-8.547123116875358,-0.5119475772582049
9856,259,4881.0,2052-12-25,MX,19,44,Hogar,Monterrey,0.7632413891667857,0.9819458375125376,0.19959955813311242,Premium Adulto,2345.721237014895,1.4479623578609413,-5.155010841955097
